State,Year,Crop Name,Temperature Range,Yield (MT),Area (Ha)
Meghalaya,2002,Rice,16-28,1529197,447776
Meghalaya,2001,Ginger,16-28,2844401,920722
Meghalaya,2001,Maize,16-28,2872362,270572
Meghalaya,2001,Potato,16-28,2143333,193956
Meghalaya,2001,Rice,16-28,2439699,998573
Meghalaya,2000,Ginger,16-28,3003826,883805
Meghalaya,2000,Maize,16-28,828274,957749
Meghalaya,2000,Potato,16-28,2519147,1242258
Meghalaya,2000,Rice,16-28,2368692,770372
Mizoram,2024,Ginger,15-30,7124057,2217503
Mizoram,2024,Maize,15-30,4469258,555691
Mizoram,2024,Rice,15-30,2839881,512467
Mizoram,2024,Turmeric,15-30,4635556,1611374
Mizoram,2023,Ginger,15-30,1060168,1482809
Mizoram,2023,Maize,15-30,1162571,1269327
Mizoram,2023,Rice,15-30,1462670,936887
Mizoram,2023,Turmeric,15-30,4747357,1745342
Mizoram,2022,Ginger,15-30,1180754,572440
Mizoram,2022,Maize,15-30,5192391,615189
Mizoram,2022,Rice,15-30,2698496,393777
Mizoram,2022,Turmeric,15-30,4892722,1471288
Mizoram,2021,Ginger,15-30,1500342,941757
Mizoram,2021,Maize,15-30,2246125,458036
Mizoram,2021,Rice,15-30,2999818,1354448
Mizoram,2021,Turmeric,15-30,1116686,1461749
Mizoram,2020,Ginger,15-30,2175428,1357454
Mizoram,2020,Maize,15-30,2243088,815904
Mizoram,2020,Rice,15-30,4710838,993625
Mizoram,2020,Turmeric,15-30,692259,836232
Mizoram,2019,Ginger,15-30,4225940,1014297
Mizoram,2019,Maize,15-30,4721247,1007058
Mizoram,2019,Rice,15-30,5269320,1523122
Mizoram,2019,Turmeric,15-30,1247752,401560
Mizoram,2018,Ginger,15-30,908320,1095501
Mizoram,2018,Maize,15-30,5783054,1401944
Mizoram,2018,Rice,15-30,5460951,1776537
Mizoram,2018,Turmeric,15-30,6621625,1373318
Mizoram,2017,Ginger,15-30,4609462,431565
Mizoram,2017,Maize,15-30,1216053,1312617
Mizoram,2017,Rice,15-30,2765687,1153540
Mizoram,2017,Turmeric,15-30,4844160,1625046
Mizoram,2016,Ginger,15-30,1314334,961747
Mizoram,2016,Maize,15-30,1529517,971539
Mizoram,2016,Rice,15-30,1354229,1583452
Mizoram,2016,Turmeric,15-30,4266060,1178293
Mizoram,2015,Ginger,15-30,2712790,1250569
Mizoram,2015,Maize,15-30,3810000,1204954
Mizoram,2015,Rice,15-30,2528773,810443
Mizoram,2015,Turmeric,15-30,5437107,641504
Mizoram,2014,Ginger,15-30,4936709,1395936
Mizoram,2014,Maize,15-30,916594,1681966
Mizoram,2014,Rice,15-30,5773738,1054530
Mizoram,2014,Turmeric,15-30,3001115,893378
Mizoram,2013,Ginger,15-30,1257413,1041251
Mizoram,2013,Maize,15-30,4376762,1416260
Mizoram,2013,Rice,15-30,849709,1305327
Mizoram,2013,Turmeric,15-30,2727165,947218
Mizoram,2012,Ginger,15-30,2370400,1317213
Mizoram,2012,Maize,15-30,5017548,1719562
Mizoram,2012,Rice,15-30,1631297,598968
Mizoram,2012,Turmeric,15-30,2209304,1274417
Mizoram,2011,Ginger,15-30,2823917,778389
Mizoram,2011,Maize,15-30,1381297,520355
Mizoram,2011,Rice,15-30,2012015,1067994
Mizoram,2011,Turmeric,15-30,4577911,1484288
Mizoram,2010,Ginger,15-30,2838641,390287
Mizoram,2010,Maize,15-30,3404148,893137
Mizoram,2010,Rice,15-30,1753180,1245126
Mizoram,2010,Turmeric,15-30,855227,718009
Mizoram,2009,Ginger,15-30,4110976,555103
Mizoram,2009,Maize,15-30,2126072,817062
Mizoram,2009,Rice,15-30,3992370,1003247
Mizoram,2009,Turmeric,15-30,1569669,912608
Mizoram,2008,Ginger,15-30,3912093,1111837
Mizoram,2008,Maize,15-30,3890490,1404196
Mizoram,2008,Rice,15-30,811745,1364501
Mizoram,2008,Turmeric,15-30,734947,623995
Mizoram,2007,Ginger,15-30,1921114,1556271
Mizoram,2007,Maize,15-30,917966,1169266
Mizoram,2007,Rice,15-30,1702001,861362
Mizoram,2007,Turmeric,15-30,3788671,857281
Mizoram,2006,Ginger,15-30,3997195,1012641
Mizoram,2006,Maize,15-30,642791,800107
Mizoram,2006,Rice,15-30,4196380,1459171
Mizoram,2006,Turmeric,15-30,1143960,987851
Mizoram,2005,Ginger,15-30,1772178,271305
Mizoram,2005,Maize,15-30,3984535,1085055
Mizoram,2005,Rice,15-30,912378,732065
Mizoram,2005,Turmeric,15-30,1399119,332830
Mizoram,2004,Ginger,15-30,3577146,1277764
Mizoram,2004,Maize,15-30,2998091,969451
Mizoram,2004,Rice,15-30,1967018,1224615
Mizoram,2004,Turmeric,15-30,3363796,344040
Mizoram,2003,Ginger,15-30,889166,1219774
Mizoram,2003,Maize,15-30,3316198,990022
Mizoram,2003,Rice,15-30,3303190,333167
Mizoram,2003,Turmeric,15-30,1740041,376388
Mizoram,2002,Ginger,15-30,2558885,294310
Mizoram,2002,Maize,15-30,585857,1090800
Mizoram,2002,Rice,15-30,1004802,376698
Mizoram,2002,Turmeric,15-30,2260309,1074720
Mizoram,2001,Ginger,15-30,1725981,330036
Mizoram,2001,Maize,15-30,1989341,1077831
Mizoram,2001,Rice,15-30,792880,291971
Mizoram,2001,Turmeric,15-30,3128972,557415
Mizoram,2000,Ginger,15-30,1907189,521972
Mizoram,2000,Maize,15-30,1194404,1007644
Mizoram,2000,Rice,15-30,764828,308310
Mizoram,2000,Turmeric,15-30,3081887,1005971
Nagaland,2024,Ginger,15-30,2078696,1429159
Nagaland,2024,Maize,15-30,6968699,2532238
Nagaland,2024,Potato,15-30,3693529,1624768
Nagaland,2024,Rice,15-30,1529430,1479133
Nagaland,2023,Ginger,15-30,3794784,1584784
Nagaland,2023,Maize,15-30,1803664,1766793
Nagaland,2023,Potato,15-30,1872489,368754
Nagaland,2023,Rice,15-30,3946380,1953255
Nagaland,2022,Ginger,15-30,1560196,517854
Nagaland,2022,Maize,15-30,5144489,507141
Nagaland,2022,Potato,15-30,2986395,566868
Nagaland,2022,Rice,15-30,7000997,1508298
Nagaland,2021,Ginger,15-30,3657896,1784791
Nagaland,2021,Maize,15-30,4917942,1063873
Nagaland,2021,Potato,15-30,3906884,1202003
Nagaland,2021,Rice,15-30,5434515,2088108
Nagaland,2020,Ginger,15-30,4155233,1283240
Nagaland,2020,Maize,15-30,1423545,2196824
Nagaland,2020,Potato,15-30,2052127,1394699
Nagaland,2020,Rice,15-30,1781299,311479
Nagaland,2019,Ginger,15-30,3914687,1082009
Nagaland,2019,Maize,15-30,4378607,620690
Nagaland,2019,Potato,15-30,2423532,1632231
Nagaland,2019,Rice,15-30,2962359,1355833
Nagaland,2018,Ginger,15-30,1811975,1386320
Nagaland,2018,Maize,15-30,837576,987725
Nagaland,2018,Potato,15-30,4379647,981582
Nagaland,2018,Rice,15-30,2483872,1513694
Nagaland,2017,Ginger,15-30,4986526,834829
Nagaland,2017,Maize,15-30,2015652,404180
Nagaland,2017,Potato,15-30,3242884,976692
Nagaland,2017,Rice,15-30,1683847,777893
Nagaland,2016,Ginger,15-30,1676193,501326
Nagaland,2016,Maize,15-30,4551696,342805
Nagaland,2016,Potato,15-30,3886915,578699
Nagaland,2016,Rice,15-30,2341314,449316
Nagaland,2015,Ginger,15-30,733656,373953
Nagaland,2015,Maize,15-30,2889713,351973
Nagaland,2015,Potato,15-30,5539042,1257260
Nagaland,2015,Rice,15-30,4474213,1326786
Nagaland,2014,Ginger,15-30,1850624,1305507
Nagaland,2014,Maize,15-30,1638330,264167
Nagaland,2014,Potato,15-30,3537808,532220
Nagaland,2014,Rice,15-30,4200259,1523189
Nagaland,2013,Ginger,15-30,1761421,1269743
Nagaland,2013,Maize,15-30,1424776,658864
Nagaland,2013,Potato,15-30,3290905,726089
Nagaland,2013,Rice,15-30,3788871,1102863
Nagaland,2012,Ginger,15-30,3079378,1207174
Nagaland,2012,Maize,15-30,3739034,1149240
Nagaland,2012,Potato,15-30,4814247,1868615
Nagaland,2012,Rice,15-30,2947405,1158908
Nagaland,2011,Ginger,15-30,3840768,594060
Nagaland,2011,Maize,15-30,3486813,537351
Nagaland,2011,Potato,15-30,1350537,1634969
Nagaland,2011,Rice,15-30,1933455,1050486
Nagaland,2010,Ginger,15-30,996310,758927
Nagaland,2010,Maize,15-30,3212586,1052941
Nagaland,2010,Potato,15-30,4362795,318746
Nagaland,2010,Rice,15-30,931659,1150593
Nagaland,2009,Ginger,15-30,3036817,468145
Nagaland,2009,Maize,15-30,2018088,703443
Nagaland,2009,Potato,15-30,2476756,422823
Nagaland,2009,Rice,15-30,3283952,821280
Nagaland,2008,Ginger,15-30,874102,365996
Nagaland,2008,Maize,15-30,2009671,373019
Nagaland,2008,Potato,15-30,1294623,1157532
Nagaland,2008,Rice,15-30,2887408,1237729
Nagaland,2007,Ginger,15-30,3588843,1251932
Nagaland,2007,Maize,15-30,3128692,1235977
Nagaland,2007,Potato,15-30,3583213,632340
Nagaland,2007,Rice,15-30,3325922,756941
Nagaland,2006,Ginger,15-30,3166801,1149688
Nagaland,2006,Maize,15-30,2133117,255680
Nagaland,2006,Potato,15-30,3751167,442622
Nagaland,2006,Rice,15-30,1086247,980567
Nagaland,2005,Ginger,15-30,3767888,385687
Nagaland,2005,Maize,15-30,3043017,407923
Nagaland,2005,Potato,15-30,3436529,1072148
Nagaland,2005,Rice,15-30,717181,744946
Nagaland,2004,Ginger,15-30,1518627,589619
Nagaland,2004,Maize,15-30,3790627,1184384
Nagaland,2004,Potato,15-30,3034401,969040
Nagaland,2004,Rice,15-30,1177125,722102
Nagaland,2003,Ginger,15-30,686284,547212
Nagaland,2003,Maize,15-30,3323079,1085581
Nagaland,2003,Potato,15-30,3911425,293091
Nagaland,2003,Rice,15-30,2174035,349743
Nagaland,2002,Ginger,15-30,931198,242920
Nagaland,2002,Maize,15-30,2893838,1104682
Nagaland,2002,Potato,15-30,3780510,894401
Nagaland,2002,Rice,15-30,2896725,392047
Nagaland,2001,Ginger,15-30,1555310,696640
Nagaland,2001,Maize,15-30,2716068,288767
Nagaland,2001,Potato,15-30,2276916,594026
Nagaland,2001,Rice,15-30,1964087,1018290
Nagaland,2000,Ginger,15-30,2471650,330334
Nagaland,2000,Maize,15-30,835581,315481
Nagaland,2000,Potato,15-30,1253595,915037
Nagaland,2000,Rice,15-30,617884,581952
Odisha,2024,Groundnut,20-37,772145,1444487
Odisha,2024,Jute,20-37,3581352,1852981
Odisha,2024,Rice,20-37,2866863,1683146
Odisha,2024,Sugarcane,20-37,4521720,1739002
Odisha,2024,Wheat,20-37,4086222,1587184
Odisha,2023,Groundnut,20-37,5667363,1735667
Odisha,2023,Jute,20-37,3232255,1686517
Odisha,2023,Rice,20-37,1209077,1808730
Odisha,2023,Sugarcane,20-37,4265042,1484806
Odisha,2023,Wheat,20-37,3331514,559479
Odisha,2022,Groundnut,20-37,2220851,1470614
Odisha,2022,Jute,20-37,1413200,1129410
Odisha,2022,Rice,20-37,6944767,908760
Odisha,2022,Sugarcane,20-37,5298554,2009947
Odisha,2022,Wheat,20-37,7170860,1919815
Odisha,2021,Groundnut,20-37,5008744,1694506
Odisha,2021,Jute,20-37,778528,1324277
Odisha,2021,Rice,20-37,5843571,498371
Odisha,2021,Sugarcane,20-37,2223460,1124918
Odisha,2021,Wheat,20-37,3812804,362999
Odisha,2020,Groundnut,20-37,4358016,1739847
Odisha,2020,Jute,20-37,4218910,1585982
Odisha,2020,Rice,20-37,4640962,481142
Odisha,2020,Sugarcane,20-37,2434690,663138
Odisha,2020,Wheat,20-37,3491716,704602
Odisha,2019,Groundnut,20-37,4822383,1942639
Odisha,2019,Jute,20-37,3192442,618652
Odisha,2019,Rice,20-37,4942892,846224
Odisha,2019,Sugarcane,20-37,6429863,1851921
Odisha,2019,Wheat,20-37,3850755,1075040
Odisha,2018,Groundnut,20-37,3005703,1054280
Odisha,2018,Jute,20-37,3257618,960972
Odisha,2018,Rice,20-37,5325560,1513236
Odisha,2018,Sugarcane,20-37,2383469,1255903
Odisha,2018,Wheat,20-37,4129580,300094
Odisha,2017,Groundnut,20-37,3039893,1126338
Odisha,2017,Jute,20-37,3312016,1482682
Odisha,2017,Rice,20-37,3220471,2131111
Odisha,2017,Sugarcane,20-37,2314788,567522
Odisha,2017,Wheat,20-37,3812761,1095889
Odisha,2016,Groundnut,20-37,2660334,1404670
Odisha,2016,Jute,20-37,3912937,1024173
Odisha,2016,Rice,20-37,5832193,371834
Odisha,2016,Sugarcane,20-37,2819392,1139712
Odisha,2016,Wheat,20-37,4647220,1471008
Odisha,2015,Groundnut,20-37,3806662,1510112
Odisha,2015,Jute,20-37,2362690,1617515
Odisha,2015,Rice,20-37,2114633,426937
Odisha,2015,Sugarcane,20-37,2136693,1074549
Odisha,2015,Wheat,20-37,3303713,524477
Odisha,2014,Groundnut,20-37,1244317,633339
Odisha,2014,Jute,20-37,1098319,361685
Odisha,2014,Rice,20-37,3058074,1093929
Odisha,2014,Sugarcane,20-37,4207276,610908
Odisha,2014,Wheat,20-37,3819575,719615
Odisha,2013,Groundnut,20-37,5422695,1161305
Odisha,2013,Jute,20-37,4164241,740502
Odisha,2013,Rice,20-37,4835873,960690
Odisha,2013,Sugarcane,20-37,4258588,798700
Odisha,2013,Wheat,20-37,3495486,896369
Odisha,2012,Groundnut,20-37,3471624,508300
Odisha,2012,Jute,20-37,1660623,1285321
Odisha,2012,Rice,20-37,3952254,1420942
Odisha,2012,Sugarcane,20-37,1548674,668529
Odisha,2012,Wheat,20-37,3167720,820780
Odisha,2011,Groundnut,20-37,2065184,1303606
Odisha,2011,Jute,20-37,3354195,812364
Odisha,2011,Rice,20-37,1437683,533337
Odisha,2011,Sugarcane,20-37,1028865,322554
Odisha,2011,Wheat,20-37,1587936,358785
Odisha,2010,Groundnut,20-37,3668243,868959
Odisha,2010,Jute,20-37,2841184,665453
Odisha,2010,Rice,20-37,2028991,253939
Odisha,2010,Sugarcane,20-37,4555062,1254018
Odisha,2010,Wheat,20-37,1565809,1061761
Odisha,2009,Groundnut,20-37,2963936,911806
Odisha,2009,Jute,20-37,3483732,474784
Odisha,2009,Rice,20-37,3347467,974922
Odisha,2009,Sugarcane,20-37,4311166,1225875
Odisha,2009,Wheat,20-37,3723601,350351
Odisha,2008,Groundnut,20-37,2544332,297715
Odisha,2008,Jute,20-37,2423982,1014384
Odisha,2008,Rice,20-37,1210173,1365732
Odisha,2008,Sugarcane,20-37,4069255,305244
Odisha,2008,Wheat,20-37,3942501,657873
Odisha,2007,Groundnut,20-37,1489919,1090393
Odisha,2007,Jute,20-37,4159447,670971
Odisha,2007,Rice,20-37,2461846,1034251
Odisha,2007,Sugarcane,20-37,2303305,485626
Odisha,2007,Wheat,20-37,2892800,353934
Odisha,2006,Groundnut,20-37,1326257,1340039
Odisha,2006,Jute,20-37,2734640,988906
Odisha,2006,Rice,20-37,1348991,788763
Odisha,2006,Sugarcane,20-37,3584103,262313
Odisha,2006,Wheat,20-37,839394,1272137
Odisha,2005,Groundnut,20-37,3810101,1051742
Odisha,2005,Jute,20-37,1865557,886062
Odisha,2005,Rice,20-37,1090807,743283
Odisha,2005,Sugarcane,20-37,880037,581596
Odisha,2005,Wheat,20-37,2204585,428883
Odisha,2004,Groundnut,20-37,1155109,704270
Odisha,2004,Jute,20-37,3568123,441312
Odisha,2004,Rice,20-37,3092830,1244565
Odisha,2004,Sugarcane,20-37,2918034,1016503
Odisha,2004,Wheat,20-37,1077334,1190040
Odisha,2003,Groundnut,20-37,2047039,1246931
Odisha,2003,Jute,20-37,2254805,1089880
Odisha,2003,Rice,20-37,1704147,1094257
Odisha,2003,Sugarcane,20-37,3120781,350001
Odisha,2003,Wheat,20-37,1488750,487371
Odisha,2002,Groundnut,20-37,2690747,1179460
Odisha,2002,Jute,20-37,1375591,1176283
Odisha,2002,Rice,20-37,1701088,327167
Odisha,2002,Sugarcane,20-37,1930793,1099671
Odisha,2002,Wheat,20-37,3283002,655915
Odisha,2001,Groundnut,20-37,2369717,665101
Odisha,2001,Jute,20-37,2925801,655265
Odisha,2001,Rice,20-37,1331981,577246
Odisha,2001,Sugarcane,20-37,1913418,1144750
Odisha,2001,Wheat,20-37,1286507,693026
Odisha,2000,Groundnut,20-37,3016596,485116
Odisha,2000,Jute,20-37,1610778,919520
Odisha,2000,Rice,20-37,678933,775911
Odisha,2000,Sugarcane,20-37,1052250,959122
Odisha,2000,Wheat,20-37,2862234,249532
Punjab,2024,Bajra,8-32,5622664,718447
Punjab,2024,Cotton,8-32,6826694,1952010
Punjab,2024,Maize,8-32,1877991,768101
Punjab,2024,Rice,8-32,13764415,3666173
Punjab,2024,Wheat,8-32,26257201,5404171
Punjab,2023,Bajra,8-32,1537607,876420
Punjab,2023,Cotton,8-32,1528865,2724088
Punjab,2023,Maize,8-32,4846363,671098
Punjab,2023,Rice,8-32,21878053,5857507
Punjab,2023,Wheat,8-32,27047963,5600107
Punjab,2022,Bajra,8-32,3413506,1018749
Punjab,2022,Cotton,8-32,2196300,918921
Punjab,2022,Maize,8-32,5549505,2068974
Punjab,2022,Rice,8-32,23383351,6229408
Punjab,2022,Wheat,8-32,24794828,5107051
Punjab,2021,Bajra,8-32,2422302,1444555
Punjab,2021,Cotton,8-32,2909791,1495786
Punjab,2021,Maize,8-32,1276490,1703278
Punjab,2021,Rice,8-32,20644736,5519437
Punjab,2021,Wheat,8-32,24484034,5062667
Punjab,2020,Bajra,8-32,2695270,1161207
Punjab,2020,Cotton,8-32,1087574,1677514
Punjab,2020,Maize,8-32,1866509,938864
Punjab,2020,Rice,8-32,14235021,3800162
Punjab,2020,Wheat,8-32,21707657,4468640
Punjab,2019,Bajra,8-32,4888287,793912
Punjab,2019,Cotton,8-32,1691831,568927
Punjab,2019,Maize,8-32,2304547,2460273
Punjab,2019,Rice,8-32,13968780,3721345
Punjab,2019,Wheat,8-32,29262167,6017136
Punjab,2018,Bajra,8-32,4483150,536306
Punjab,2018,Cotton,8-32,1541167,1483577
Punjab,2018,Maize,8-32,6490734,1174757
Punjab,2018,Rice,8-32,16108687,4313450
Punjab,2018,Wheat,8-32,29637462,6110397
Punjab,2017,Bajra,8-32,2850524,1610097
Punjab,2017,Cotton,8-32,2328866,427278
Punjab,2017,Maize,8-32,3916106,783373
Punjab,2017,Rice,8-32,15772694,4217097
Punjab,2017,Wheat,8-32,23682368,4872490
Punjab,2016,Bajra,8-32,2331339,819002
Punjab,2016,Cotton,8-32,2786098,605898
Punjab,2016,Maize,8-32,947665,563273
Punjab,2016,Rice,8-32,13640603,3650669
Punjab,2016,Wheat,8-32,19877237,4090710
Punjab,2015,Bajra,8-32,4154848,1123101
Punjab,2015,Cotton,8-32,4648729,1261193
Punjab,2015,Maize,8-32,1247019,1226728
Punjab,2015,Rice,8-32,16962081,4520437
Punjab,2015,Wheat,8-32,24474183,5035729
Punjab,2014,Bajra,8-32,4996087,1537532
Punjab,2014,Cotton,8-32,3722572,754429
Punjab,2014,Maize,8-32,3601829,868912
Punjab,2014,Rice,8-32,13337256,3573690
Punjab,2014,Wheat,8-32,26316239,5444174
Punjab,2013,Bajra,8-32,2892251,625486
Punjab,2013,Cotton,8-32,2092020,691764
Punjab,2013,Maize,8-32,3204889,986933
Punjab,2013,Rice,8-32,13239420,3526382
Punjab,2013,Wheat,8-32,19785023,4073780
Punjab,2012,Bajra,8-32,4063088,1141797
Punjab,2012,Cotton,8-32,4083993,471617
Punjab,2012,Maize,8-32,4291521,362293
Punjab,2012,Rice,8-32,11953881,3199981
Punjab,2012,Wheat,8-32,22426951,4637291
Punjab,2011,Bajra,8-32,1817610,1066044
Punjab,2011,Cotton,8-32,3609682,1041357
Punjab,2011,Maize,8-32,3434099,1182498
Punjab,2011,Rice,8-32,13612657,3615370
Punjab,2011,Wheat,8-32,20146184,4148924
Punjab,2010,Bajra,8-32,2644610,967528
Punjab,2010,Cotton,8-32,4028681,1041078
Punjab,2010,Maize,8-32,856320,847697
Punjab,2010,Rice,8-32,13731742,3678588
Punjab,2010,Wheat,8-32,21937166,4503063
Punjab,2009,Bajra,8-32,3550778,1417291
Punjab,2009,Cotton,8-32,4518354,293931
Punjab,2009,Maize,8-32,1222266,1101634
Punjab,2009,Rice,8-32,12663790,3385151
Punjab,2009,Wheat,8-32,20341934,4182361
Punjab,2008,Bajra,8-32,800114,821261
Punjab,2008,Cotton,8-32,4327210,391087
Punjab,2008,Maize,8-32,2511612,1266282
Punjab,2008,Rice,8-32,12256282,3269056
Punjab,2008,Wheat,8-32,21700580,4451952
Punjab,2007,Bajra,8-32,2369544,413656
Punjab,2007,Cotton,8-32,1257967,746193
Punjab,2007,Maize,8-32,3046580,679595
Punjab,2007,Rice,8-32,11161146,2988645
Punjab,2007,Wheat,8-32,19795024,4090538
Punjab,2006,Bajra,8-32,2920525,1189725
Punjab,2006,Cotton,8-32,3201720,305442
Punjab,2006,Maize,8-32,1931542,914753
Punjab,2006,Rice,8-32,13324388,3540632
Punjab,2006,Wheat,8-32,19994097,4111407
Punjab,2005,Bajra,8-32,2470181,1367790
Punjab,2005,Cotton,8-32,3467613,694593
Punjab,2005,Maize,8-32,2387861,397117
Punjab,2005,Rice,8-32,11006707,2947397
Punjab,2005,Wheat,8-32,17381178,3595126
Punjab,2004,Bajra,8-32,2591650,1307412
Punjab,2004,Cotton,8-32,2447066,704576
Punjab,2004,Maize,8-32,707412,453688
Punjab,2004,Rice,8-32,11670027,3117426
Punjab,2004,Wheat,8-32,18672803,3848420
Punjab,2003,Bajra,8-32,3098647,526594
Punjab,2003,Cotton,8-32,1582407,784822
Punjab,2003,Maize,8-32,2614097,293900
Punjab,2003,Rice,8-32,12535080,3330584
Punjab,2003,Wheat,8-32,16771847,3469781
Punjab,2002,Bajra,8-32,2472055,595553
Punjab,2002,Cotton,8-32,974877,330066
Punjab,2002,Maize,8-32,573065,614039
Punjab,2002,Rice,8-32,10591302,2832070
Punjab,2002,Wheat,8-32,17056515,3519163
Punjab,2001,Bajra,8-32,3361102,406665
Punjab,2001,Cotton,8-32,823827,1240121
Punjab,2001,Maize,8-32,2196364,941152
Punjab,2001,Rice,8-32,11330204,3015594
Punjab,2001,Wheat,8-32,16672658,3439806
Punjab,2000,Bajra,8-32,1403125,1037292
Punjab,2000,Cotton,8-32,633139,311865
Punjab,2000,Maize,8-32,2029797,332892
Punjab,2000,Rice,8-32,10718352,2855316
Punjab,2000,Wheat,8-32,15338163,3172562
Rajasthan,2024,Bajra,14-43,3869475,5236981
Rajasthan,2024,Gram,14-43,4509082,934049
Rajasthan,2024,Maize,14-43,6230937,2502765
Rajasthan,2024,Mustard,14-43,3360914,1122715
Rajasthan,2024,Wheat,14-43,10290222,3830862
Rajasthan,2023,Bajra,14-43,4629932,6294328
Rajasthan,2023,Gram,14-43,4184087,788565
Rajasthan,2023,Maize,14-43,5169812,1159753
Rajasthan,2023,Mustard,14-43,2993424,1263479
Rajasthan,2023,Wheat,14-43,12999120,4867141
Rajasthan,2022,Bajra,14-43,4300943,5822240
Rajasthan,2022,Gram,14-43,1254157,1732361
Rajasthan,2022,Maize,14-43,4571891,1234397
Rajasthan,2022,Mustard,14-43,3168226,419119
Rajasthan,2022,Wheat,14-43,11156859,4165887
Rajasthan,2021,Bajra,14-43,4866015,6608436
Rajasthan,2021,Gram,14-43,801568,865473
Rajasthan,2021,Maize,14-43,2371719,2056613
Rajasthan,2021,Mustard,14-43,2982299,1408221
Rajasthan,2021,Wheat,14-43,14741468,5499439
Rajasthan,2020,Bajra,14-43,4882704,6604105
Rajasthan,2020,Gram,14-43,4940703,1358503
Rajasthan,2020,Maize,14-43,962771,816329
Rajasthan,2020,Mustard,14-43,1699519,682265
Rajasthan,2020,Wheat,14-43,15775043,5898071
Rajasthan,2019,Bajra,14-43,6218659,8414630
Rajasthan,2019,Gram,14-43,4242939,739123
Rajasthan,2019,Maize,14-43,4733657,982355
Rajasthan,2019,Mustard,14-43,1529058,1222332
Rajasthan,2019,Wheat,14-43,13524188,5038474
Rajasthan,2018,Bajra,14-43,4010228,5454947
Rajasthan,2018,Gram,14-43,4085447,1357123
Rajasthan,2018,Maize,14-43,3068387,704998
Rajasthan,2018,Mustard,14-43,4706051,614718
Rajasthan,2018,Wheat,14-43,14948228,5571229
Rajasthan,2017,Bajra,14-43,4109749,5557862
Rajasthan,2017,Gram,14-43,1488475,508291
Rajasthan,2017,Maize,14-43,2013630,676842
Rajasthan,2017,Mustard,14-43,1307389,1114074
Rajasthan,2017,Wheat,14-43,9043898,3382239
Rajasthan,2016,Bajra,14-43,4377201,5932893
Rajasthan,2016,Gram,14-43,1767374,1061366
Rajasthan,2016,Maize,14-43,1887853,954530
Rajasthan,2016,Mustard,14-43,726804,743880
Rajasthan,2016,Wheat,14-43,14686887,5462323
Rajasthan,2015,Bajra,14-43,4392078,5949576
Rajasthan,2015,Gram,14-43,2492235,1451783
Rajasthan,2015,Maize,14-43,1570488,1352496
Rajasthan,2015,Mustard,14-43,1275431,1815862
Rajasthan,2015,Wheat,14-43,12368445,4629763
Rajasthan,2014,Bajra,14-43,4228582,5748504
Rajasthan,2014,Gram,14-43,1511851,1472806
Rajasthan,2014,Maize,14-43,849892,971360
Rajasthan,2014,Mustard,14-43,968130,1316936
Rajasthan,2014,Wheat,14-43,8194856,3075061
Rajasthan,2013,Bajra,14-43,3683084,4987007
Rajasthan,2013,Gram,14-43,2287293,905469
Rajasthan,2013,Maize,14-43,1559938,390688
Rajasthan,2013,Mustard,14-43,862902,1381087
Rajasthan,2013,Wheat,14-43,10009524,3733525
Rajasthan,2012,Bajra,14-43,4032912,5477734
Rajasthan,2012,Gram,14-43,1711085,383167
Rajasthan,2012,Maize,14-43,2379718,1426518
Rajasthan,2012,Mustard,14-43,4077831,361265
Rajasthan,2012,Wheat,14-43,10820483,4058566
Rajasthan,2011,Bajra,14-43,3931297,5338165
Rajasthan,2011,Gram,14-43,3797225,332537
Rajasthan,2011,Maize,14-43,3447275,1066746
Rajasthan,2011,Mustard,14-43,2666448,938277
Rajasthan,2011,Wheat,14-43,10943271,4067778
Rajasthan,2010,Bajra,14-43,3748431,5067802
Rajasthan,2010,Gram,14-43,1683506,691812
Rajasthan,2010,Maize,14-43,4625972,796401
Rajasthan,2010,Mustard,14-43,1254779,847488
Rajasthan,2010,Wheat,14-43,9335384,3485027
Rajasthan,2009,Bajra,14-43,3538974,4810121
Rajasthan,2009,Gram,14-43,1051578,574097
Rajasthan,2009,Maize,14-43,1961007,894971
Rajasthan,2009,Mustard,14-43,907544,366003
Rajasthan,2009,Wheat,14-43,9923526,3713570
Rajasthan,2008,Bajra,14-43,3750881,5095158
Rajasthan,2008,Gram,14-43,2675485,1261921
Rajasthan,2008,Maize,14-43,1543797,1727289
Rajasthan,2008,Mustard,14-43,1728472,1096981
Rajasthan,2008,Wheat,14-43,9877731,3694509
Rajasthan,2007,Bajra,14-43,3198164,4359683
Rajasthan,2007,Gram,14-43,843590,460716
Rajasthan,2007,Maize,14-43,3503762,383350
Rajasthan,2007,Mustard,14-43,3813736,1141561
Rajasthan,2007,Wheat,14-43,9659162,3593511
Rajasthan,2006,Bajra,14-43,3336383,4527994
Rajasthan,2006,Gram,14-43,598268,1208743
Rajasthan,2006,Maize,14-43,3600657,1106767
Rajasthan,2006,Mustard,14-43,1571029,781429
Rajasthan,2006,Wheat,14-43,8394920,3137535
Rajasthan,2005,Bajra,14-43,3473331,4698533
Rajasthan,2005,Gram,14-43,1867275,330183
Rajasthan,2005,Maize,14-43,3376148,910496
Rajasthan,2005,Mustard,14-43,1114652,890991
Rajasthan,2005,Wheat,14-43,7890896,2958116
Rajasthan,2004,Bajra,14-43,3061750,4162567
